GSM15785.cel.gz	GSM15786.cel.gz	GSM15787.cel.gz	GSM15788.cel.gz	GSM15789.cel.gz	GSM15790.cel.gz	GSM15791.cel.gz	GSM15792.cel.gz	GSM15794.cel.gz	GSM15795.cel.gz
212750_at	-0.17983916	-0.12808878	-0.15454358	-0.13210044	-0.08696183	-0.15198462	-0.13154237	-0.06118252	-0.16145699	-0.15850216
212751_at	1.11987898	0.90007831	1.09120219	0.88168558	1.01764654	1.05211665	0.84059809	0.80896172	0.95328595	0.86145529
212752_at	0.7357084	0.45688169	0.59704788	0.53460034	0.53859365	0.78993783	0.61285086	0.50166769	0.72109414	0.45541298
212753_at	0.47340304	0.22930668	0.41579679	0.26850543	0.33478387	0.40976687	0.29204773	0.21738709	0.43414542	0.32915782
212754_s_at	0.58846224	0.48539324	0.64706714	0.5676753	0.57061999	0.69935786	0.47537389	0.38322	0.69748678	0.46615722
212755_at	-0.03553616	-0.04983312	-0.0575409	-0.07329121	-0.01154935	0.00742427	-0.01770958	-0.01190639	-0.04148126	-0.05923501
212756_s_at	0.40662772	0.47618405	0.47437801	0.30001191	0.36218195	0.63147913	0.43451802	0.36044395	0.63517238	0.26028694
212757_s_at	0.42238672	0.4196404	0.37696192	0.24601094	0.32669345	0.61421922	0.41936805	0.26048431	0.5836426	0.22281077
212758_s_at	0.8352001	0.53496482	0.98965207	0.83182997	0.7672876	0.77458443	0.61586178	0.48967253	0.83290194	0.76181623
212759_s_at	0.61808101	0.54308918	0.51579791	0.54126256	0.40123831	0.75057295	0.65691945	0.64204389	0.75587907	0.58390744
212760_at	0.71065682	0.72693526	0.7040186	0.55605199	0.66231908	0.7959843	0.70187308	0.68021724	0.79418164	0.539967
212761_at	1.29856013	1.14321733	1.24476469	1.24287392	1.11833177	1.56898095	1.37497346	1.28385336	1.55873811	1.18618183
212762_s_at	0.8207754	0.89663075	0.7623026	0.61747937	0.58759202	1.09428558	1.08845963	1.0529949	1.03149332	0.736519
212763_at	0.34117334	0.23368099	0.36764295	0.2312403	0.22973124	0.4252783	0.28315185	0.27138384	0.42929984	0.22704327
212764_at	1.26254056	0.87273487	1.39998145	1.19238703	1.25970259	1.25691771	1.0571183	0.92925073	1.23200642	1.17498732
212765_at	1.21748774	1.06108841	1.23075864	1.03644927	1.11277068	1.29321886	1.19472802	1.02672678	1.30866221	1.11282558
212766_s_at	1.35764788	0.94201852	1.35830701	1.29325894	1.30405581	1.15963643	1.04726222	0.93626498	1.17772322	1.13944132
212767_at	0.83792079	0.67407161	0.74520943	0.62145589	0.70015064	0.78061922	0.68920344	0.63902838	0.79041648	0.63483516
212768_s_at	-0.23207171	-0.22343864	-0.23532499	-0.25875838	-0.23296551	-0.23025872	-0.21152276	-0.2445445	-0.21467652	-0.17383187
212769_at	-0.02529363	-0.13527145	-0.01540031	-0.03228401	-0.04277117	-0.03264849	-0.03289296	-0.12952852	-0.00133017	-0.06638846
212770_at	0.60578861	0.32065981	0.66022241	0.42306272	0.49929661	0.64258675	0.51083676	0.42794198	0.60342454	0.49902183
212771_at	1.33900288	1.20315014	1.30608205	1.21021294	1.25896793	1.39255933	1.25813052	1.2147958	1.36465569	1.20909528
212772_s_at	0.207381	0.05847277	0.10915609	0.05843289	0.09031914	0.21596618	0.14571575	0.06371755	0.11360367	0.1155898
212773_s_at	1.40047997	1.58014364	1.62019771	1.3858368	1.48656372	1.71294821	1.44639092	1.26065648	1.70495687	1.38526038
212774_at	0.91899288	1.05327317	0.98341431	0.85965453	0.94544239	1.19887719	0.9954261	0.9063737	1.15106293	0.89704359
212775_at	1.34907563	0.93629587	1.07898348	1.06316281	0.99324113	1.12359466	1.01707979	0.92597871	1.00269947	1.11924519
212776_s_at	0.86744996	0.71419468	0.73438032	0.56210525	0.78852206	0.87070003	0.67238263	0.55043566	0.6653555	0.71197301
212777_at	0.06301928	0.17405226	0.10523598	0.02605321	0.05842327	0.26721923	0.09175063	0.04732854	0.27790991	0.0440148
212778_at	0.70871715	0.51947048	0.55126892	0.47427069	0.53303999	0.67207296	0.54045634	0.40793724	0.54064353	0.48785683
212779_at	0.18963657	0.29102942	0.16619383	0.10342498	0.10988818	0.46128197	0.27875032	0.16598106	0.39071203	0.07711836
212780_at	0.62589746	0.59759565	0.57642755	0.45331712	0.54165584	0.71976202	0.637144	0.57789971	0.82418373	0.52249051
212781_at	0.86573939	0.58115517	0.83553227	0.79706138	0.79381967	0.83135692	0.77899338	0.61533838	1.04233006	0.7246335
212782_x_at	1.66508608	1.78994616	1.61041501	1.48844339	1.63786267	1.80437903	1.71852422	1.60277826	1.78455159	1.50978964
212783_at	1.13792885	0.72029551	1.0566796	0.99763409	0.91599042	1.01628201	0.94349928	0.73692436	1.13258536	0.93491394
212784_at	0.76077468	0.65992136	0.65169086	0.61450825	0.61722801	0.78787349	0.73387177	0.63665329	0.73356834	0.65617059
212785_s_at	0.91238382	0.88849086	1.0426959	0.78407619	1.02723169	1.0951729	0.8337132	0.75211612	1.13235601	0.79287809
212786_at	0.1646735	0.09215286	0.0943068	0.04329472	0.10330399	0.19990047	0.07971852	0.12058715	0.15593443	0.10087936
212787_at	1.24843788	1.3549542	1.28599729	1.13980208	1.24830883	1.48680419	1.40448885	1.30364618	1.42799099	1.2330063
212788_x_at	3.26047254	3.33297539	3.21904297	3.64331012	3.36059222	3.04322898	3.47623599	3.71826345	3.11180511	3.45622927
212789_at	1.07838842	1.13809734	1.03849945	0.97641556	1.11228269	1.34576244	1.32884104	1.11181484	1.25058274	1.00531778
212790_x_at	3.49792731	3.99665208	3.51207506	3.87846703	3.79403013	3.25076962	3.72363401	4.0687997	3.32751222	3.85102159
212791_at	0.32999234	0.32398569	0.48519958	0.34992166	0.35136425	0.61212567	0.38928409	0.30742949	0.52447982	0.37378333
212792_at	1.03766961	0.92404631	1.10482497	0.89726561	1.07368831	1.02564894	0.94562935	0.8383051	1.05798044	0.87163987
212793_at	0.12143303	0.14017394	0.10605679	0.02833754	0.08680539	0.17566425	0.09069691	0.11367959	0.11070348	0.0827484
212794_s_at	1.02738005	0.96457654	1.13660682	0.9705932	0.90895532	1.23251321	1.0012134	0.88861578	1.11983626	0.93948074
212795_at	0.80986322	0.9028395	0.79514598	0.62510583	0.71286721	1.05653311	0.85461729	0.78833292	0.9685773	0.59231107
212796_s_at	1.27902693	0.80034651	1.15337442	1.03301408	1.10035309	0.94968024	0.87743175	0.77625938	0.91116018	1.13033594
212797_at	-0.09907361	0.26656859	-0.07819695	-0.08283965	-0.08201057	0.13511363	0.00380216	-0.04286848	0.03983274	-0.08011773
212798_s_at	0.78742901	0.79782215	0.79299104	0.65576378	0.6885322	1.03821898	0.83056022	0.74333596	1.06301249	0.61077678
212799_at	0.98651	0.69580917	0.98679971	0.78829383	0.85453864	0.89082812	0.74514922	0.61550646	0.81105719	0.79704586
212800_at	0.09949441	0.09607946	0.12983627	0.01388586	0.01759831	0.23382155	0.15856865	0.05631671	0.27834501	0.03819725
212801_at	0.53910069	0.7179526	0.63456414	0.63073263	0.62821506	0.97703745	0.86131679	0.75618465	0.92420122	0.53529111
212802_s_at	1.11422581	0.99681704	1.05288985	0.93803811	0.97983819	1.19187269	1.04583694	0.94410837	1.20214162	0.94662406
212803_at	0.48821018	0.19279003	0.42522152	0.35746444	0.22778302	0.31206753	0.32262253	0.21737925	0.38220219	0.35165494
212804_s_at	0.56873348	0.55912856	0.57070605	0.50728934	0.48952793	0.73588915	0.6055945	0.46493774	0.77598477	0.39969641
212805_at	0.27776864	0.22569611	0.22198283	0.10680967	0.22849354	0.25818437	0.13944427	0.09395246	0.17415975	0.17053235
212806_at	-0.2027028	-0.08201393	-0.23634999	-0.1983832	-0.16627919	-0.12276644	-0.15364818	-0.14241446	-0.20909983	-0.23102419
212807_s_at	0.92428609	1.08644407	0.93846939	0.75578404	0.78893804	1.10238964	0.94778104	0.95047892	1.02408981	0.88405096
212808_at	0.31757951	0.44025479	0.62032718	0.31587898	0.4357418	0.63008448	0.46269351	0.42721817	0.4829509	0.3495615
212809_at	0.8377789	0.70007453	0.84388858	0.66077488	0.71230768	0.90805761	0.79250964	0.70150124	0.90879286	0.64650283
212810_s_at	0.42508337	0.26065138	0.3693451	0.33643172	0.34370778	0.44769711	0.34851591	0.24692425	0.5798797	0.31299301
212811_x_at	0.68068547	0.64109818	0.67827412	0.62313126	0.74531138	0.71254128	0.71866925	0.653497	0.83494981	0.68601614
212812_at	0.18804073	0.07434654	0.24391888	0.14407383	0.13053429	0.26147488	0.07590889	0.04617777	0.20623606	0.1038744
212813_at	1.33381301	1.31436257	1.2770615	1.16599626	1.17364207	1.4449313	1.33335946	1.31605969	1.38134066	1.27430966
212814_at	0.20427604	0.04150437	0.18617563	0.13179883	0.1574914	0.24534147	0.09605822	-0.02194828	0.18959343	0.09372884
212815_at	0.62658183	0.90333924	0.75376396	0.55410681	0.78056851	1.00550471	0.81774741	0.71263292	0.95601649	0.56192712
212816_s_at	1.29220041	1.15868155	1.20756129	1.08886961	1.16764754	1.3411521	1.20477783	1.06446877	1.23082406	1.18909823
212817_at	0.02889862	0.00655774	-0.06334393	-0.07460165	-0.04756119	0.14130962	-0.00463365	0.02758043	0.0804973	-0.01849647
212818_s_at	0.80284346	0.37264464	0.74785386	0.55927506	0.6054019	0.63799219	0.49116456	0.36727432	0.56104493	0.66492532
212819_at	0.0798671	-0.02472986	0.16498234	0.04830859	0.07783047	0.07127343	0.00479629	-0.01227887	0.05314585	0.1039884
212820_at	0.2999591	0.40681055	0.36238002	0.3154959	0.22053737	0.53331706	0.42531493	0.34075151	0.45843631	0.16653066
212821_at	-0.00655346	-0.08858836	-0.00505844	-0.06930039	-0.11158225	-0.08970346	-0.11545687	-0.12099997	-0.06423291	-0.11068401
212822_at	0.76230262	0.6644514	0.76892446	0.56453421	0.67949609	0.80023383	0.60425026	0.56423233	0.62683664	0.65965289
212823_s_at	0.61484586	0.31966932	0.53353429	0.40233418	0.35363348	0.51466443	0.40451393	0.41075765	0.42285669	0.49906554
212824_at	1.17569775	0.90169525	1.24720631	0.94513856	1.09646294	1.25027308	1.0189175	0.78630435	1.27699936	1.14584348
212825_at	0.65168492	0.54674171	0.60099718	0.48000566	0.59017659	0.7172164	0.59924505	0.48232578	0.67423119	0.52494072
212826_s_at	2.67877197	2.55979077	2.44863692	2.62969255	2.60241781	2.28197181	2.5382003	2.43591742	2.36013374	2.62702302
212827_at	-0.04601824	-0.10314614	-0.06420018	-0.09063713	-0.05076918	0.00051612	-0.06477683	-0.0363639	-0.11190742	-0.04298197
212828_at	0.88111255	0.57965768	0.93679467	0.65536912	0.87327465	0.83823653	0.65907581	0.57206864	0.79288394	0.75679993
212829_at	1.34644531	0.9607768	1.27893121	1.1969207	1.22100118	1.24843481	1.10217679	1.04419411	1.19897027	1.16499449
212830_at	0.27893295	0.15159586	0.32786671	0.22245083	0.22077161	0.35979907	0.24719213	0.21268283	0.26179235	0.25754773
212831_at	0.00472564	-0.05596191	0.01734466	0.02771375	-0.02049483	0.0462887	-0.00107539	-0.06798316	0.05747642	0.04514579
212832_s_at	1.56097963	1.84225563	1.49493558	1.44088809	1.57072816	1.79955407	1.83317878	1.77168778	1.84723862	1.48105829
212833_at	0.88219788	0.91166332	0.91943144	0.75829549	0.76028293	1.0556603	0.93894008	0.84568832	1.0177449	0.6554424
212834_at	0.67606591	0.39773849	0.60907205	0.44069755	0.43985903	0.739538	0.54982724	0.42094406	0.66299718	0.38907998
212835_at	0.38019316	0.49332313	0.5473196	0.36620555	0.37706283	0.62552613	0.42668619	0.3923692	0.61426105	0.27614114
212836_at	0.92754241	0.66323541	0.82072277	0.78197831	0.84853462	0.87983324	0.74987922	0.63921092	0.89091884	0.75172104
212837_at	1.0157937	0.95213391	0.99169545	0.87100815	0.91196298	1.06808325	0.97790214	0.93992098	1.00533678	0.93824608
212838_at	1.1168067	0.7410636	1.04160794	0.85756872	0.97712511	0.99022506	0.89331376	0.79454844	0.90363728	0.98708938
212839_s_at	0.259444	0.18980592	0.21799963	0.15778342	0.16235952	0.31239894	0.25856146	0.14376383	0.36126285	0.15565748
212840_at	0.87320558	0.70374512	0.87628322	0.82446796	0.6228689	1.02208556	0.84071188	0.83233588	1.05884912	0.78313833
212841_s_at	-0.15163252	-0.01360785	-0.12674544	-0.10357301	-0.06243065	-0.07521874	-0.04421633	0.03677106	-0.13650754	-0.04147532
212842_x_at	1.04570551	0.81710218	1.14163579	0.83823504	0.95785426	1.0103898	0.89801847	0.7355705	1.03370871	0.92076709
212843_at	0.26588763	0.10785729	0.1475323	0.14765539	0.05189411	0.24315639	0.17143353	0.12036348	0.28027892	0.1146545
212844_at	0.27949741	0.40820068	0.34935386	0.19003508	0.28478067	0.40144189	0.26573873	0.26692313	0.39532005	0.24884196
212845_at	1.34269348	1.299881	1.42850958	1.17023148	1.25947927	1.34443003	1.24789356	1.23779368	1.2656607	1.30228547
212846_at	2.05792837	1.87008005	2.1085775	2.09287282	2.01007126	1.98398993	2.00384847	1.98856277	2.01447115	2.06038753
212847_at	0.53634708	0.45492469	0.53455077	0.38884756	0.46266305	0.54036543	0.40943136	0.49637062	0.5090724	0.47676759
212848_s_at	0.44806225	0.41596711	0.39531679	0.27037354	0.30543547	0.53770311	0.34389221	0.21752159	0.51000885	0.30159066
212849_at	0.75890799	0.58741175	0.6197932	0.45703205	0.59751483	0.67783074	0.66202657	0.52936606	0.70110485	0.56435441
212850_s_at	0.15087761	0.16425178	0.14170203	0.09139201	0.0919154	0.22453981	0.12992286	0.08006719	0.21768312	0.0780686
212851_at	0.09259618	0.21435723	0.11887511	-0.00702808	-0.01825323	0.3365576	0.1745716	0.05291115	0.34527728	-0.05389798
212852_s_at	2.1435366	1.65050665	2.06138505	2.24398287	1.95884707	1.89529064	1.99094929	1.81809783	1.93703453	2.09602106
212853_at	-0.07349389	0.06248877	-0.05727673	-0.09114908	-0.03998171	0.06312247	-0.01057114	-0.01255495	0.07669753	-0.06084709
212854_x_at	2.13026283	1.87645531	2.08178989	2.04005108	2.13510633	1.90917523	1.99945642	2.00162827	1.91103916	2.12461206
212855_at	0.59609888	0.49138172	0.61207318	0.43226214	0.53288671	0.72699604	0.52480129	0.47568228	0.71112503	0.43155954
212856_at	0.16848583	-0.02444967	0.10541262	0.04551145	0.03301353	0.06833956	0.03101417	-0.00673132	0.05734736	0.04292679
212857_x_at	2.97426872	2.98620999	2.51196008	3.19476814	3.01297104	2.53578465	2.89975597	3.02692767	2.50614625	3.12387857
212858_at	0.61192257	0.40836124	0.59627737	0.52665339	0.49120007	0.58582032	0.48273223	0.4920216	0.58187576	0.57147231
212859_x_at	3.05839443	2.93933526	3.08248989	3.38641293	3.25433701	2.58598341	2.93674287	2.88898604	2.80926744	3.22200648
212860_at	0.59042476	0.363778	0.50192258	0.42793252	0.43216085	0.56045431	0.39247064	0.29066023	0.57208156	0.47522621
212861_at	0.5549062	0.486756	0.57550629	0.44258089	0.46664322	0.80126135	0.57493275	0.47058392	0.68500261	0.41953042
212862_at	0.27726705	0.44352847	0.32591538	0.13123554	0.26938513	0.64113819	0.427583	0.295185	0.57309043	0.24128055
212863_x_at	1.73279865	1.78332371	1.81865582	1.66613008	1.8316252	1.8609193	1.79775554	1.71955606	1.86087798	1.71203468
212864_at	0.73462796	0.68246278	0.63869358	0.49562824	0.56477983	0.83676216	0.70529877	0.62003699	0.86824761	0.49822999
212865_s_at	-0.03027943	-0.16794079	-0.04956649	-0.11146168	-0.1025068	-0.06283394	-0.11524611	-0.17665707	-0.07253408	-0.13916551
212866_at	0.47974105	0.28047248	0.43359125	0.29068891	0.27854628	0.57048673	0.39623278	0.22543511	0.64050413	0.15517858
212867_at	0.23390932	0.23234408	0.16598372	0.08715882	0.0878479	0.50732013	0.28726308	0.19463931	0.44838094	0.02525214
212868_x_at	-0.07462145	-0.11501936	-0.07299862	-0.09102908	-0.15838052	-0.22129993	-0.07966438	-0.08645927	-0.10000602	-0.09387032
212869_x_at	3.5974518	3.72770475	3.58959924	4.18471627	3.87538758	3.1879032	3.69947628	3.94139153	3.35245318	4.06415758
212870_at	0.5011124	0.54520279	0.50648763	0.38413284	0.47215096	0.69205285	0.6044097	0.54455253	0.71747871	0.3867082
212871_at	0.69029945	0.58477217	0.73491746	0.51471308	0.64506532	0.78985105	0.57609957	0.43957552	0.82805216	0.49156422
212872_s_at	0.84882429	1.02134963	0.84200283	0.71512223	0.79737377	1.16251361	1.01117201	1.13779406	1.11178135	0.68035757
212873_at	1.10220962	0.80191675	0.8615667	0.89330844	0.85096446	0.95947709	0.9449136	0.86538179	0.99988851	0.86297342
212874_at	-0.67475735	-0.66846991	-0.62771245	-0.66589082	-0.5702584	-0.64554488	-0.64469716	-0.66866233	-0.618781	-0.63218525
212875_s_at	0.74659284	0.30582361	0.75296547	0.61724359	0.68087337	0.61179645	0.47215308	0.35690662	0.6214633	0.68513446
212876_at	0.61153518	0.54113642	0.55350109	0.50075604	0.46917698	0.61135532	0.53457529	0.50818707	0.55371276	0.5154692
212877_at	0.84357481	0.8508678	0.89357162	0.67565627	0.83141013	1.05908785	0.83878783	0.72260935	1.01256726	0.74188083
212878_s_at	0.95373683	1.35886353	1.11776472	0.78320967	1.12366334	1.28753199	1.13036725	1.02270715	1.21323136	0.85744486
212879_x_at	0.0618466	0.06502937	0.06282071	-0.05160703	0.01603793	0.21967973	0.03097894	-0.07180265	0.23110386	-0.00941742
212880_at	0.21511902	0.19381906	0.18068671	0.11934257	0.11907423	0.32199281	0.21758953	0.22720227	0.28680046	0.14528706
212881_at	0.34735996	0.0872297	0.22730247	0.13512311	0.09979496	0.39030786	0.26557646	0.07414625	0.35216347	0.21288315
212882_at	0.58613723	0.33113869	0.60520029	0.38592225	0.4481504	0.53993376	0.39532963	0.33732099	0.55466843	0.37047042
212883_at	-0.27332029	-0.22827721	-0.27855589	-0.18486885	-0.29199727	-0.28734959	-0.25374995	-0.18580529	-0.29863796	-0.24460795
212884_x_at	0.56770144	0.30009095	0.50470728	0.39223648	0.37845527	0.37430545	0.30952083	0.28766494	0.3555311	0.43103183
212885_at	1.45380793	1.2418522	1.45399248	1.31022858	1.35503624	1.47140461	1.23341922	1.19747119	1.52262787	1.31715539
212886_at	-0.04377603	-0.15899288	-0.07721252	-0.15960861	-0.08998576	-0.07031613	-0.14674374	-0.17640824	-0.06442178	-0.11620753
212887_at	1.29920821	1.61831413	1.36249893	1.37656433	1.34592586	1.4080168	1.55110206	1.49383195	1.41886055	1.3178971
212888_at	1.32496765	0.95881553	1.30103342	1.35349926	1.27670166	1.12217879	1.05975106	1.03163984	1.07027844	1.2864785
212889_x_at	-0.36766024	-0.53242381	-0.37017462	-0.40837339	-0.42591213	-0.35308825	-0.40457778	-0.50992319	-0.35285599	-0.43875634
212890_at	0.99935717	0.70805629	0.79167125	0.67805237	0.77428823	0.91067132	0.77514455	0.59662095	0.80401276	0.76233896
212891_s_at	0.93227825	0.82040666	0.87585103	0.70753563	0.70616921	1.0408975	0.73210557	0.5731898	1.05859033	0.697879
212892_at	0.28321476	0.12904648	0.2523153	0.15025227	0.21847762	0.37389079	0.22333736	0.20294165	0.27195351	0.18737308
212893_at	1.10764446	0.99592849	1.18026045	0.92358248	1.11385715	1.24817201	1.15328976	0.94120169	1.28056798	0.95875031
212894_at	0.93638473	0.84830354	0.85602437	0.7806131	0.76585769	1.03132657	0.86653872	0.80210706	1.05773371	0.76208162
212895_s_at	1.0666925	0.72357486	0.94480101	0.92396091	0.95659666	0.92981946	0.83304087	0.682485	0.89863208	0.9431603
212896_at	1.51885855	1.68023683	1.55941913	1.41546121	1.60455461	1.71502479	1.56100522	1.39496724	1.72298489	1.40853261
212897_at	0.45644751	0.42054425	0.47830342	0.5204348	0.40075063	0.54256322	0.50839607	0.56407437	0.59882277	0.42213616
212898_at	1.19190174	0.85520368	1.06179019	1.12724563	1.07173057	1.04592046	1.03690967	0.85897851	1.0424089	1.19479972
212899_at	0.3675776	0.23523763	0.36398872	0.24260597	0.23259171	0.51622442	0.35173753	0.26686528	0.49403663	0.20844687
212900_at	1.19903164	0.6186665	1.11455191	1.13642792	1.10980685	0.9618261	0.85954519	0.67432764	1.02032003	1.13693925
212901_s_at	0.71726922	0.72943942	0.47064079	0.49446725	0.61853195	0.78855318	0.63590378	0.73054613	0.72037134	0.57443734
212902_at	0.19948794	0.19782842	0.34276135	0.14994632	0.28596848	0.32923926	0.22525383	0.11354447	0.31088892	0.2704439
212904_at	1.70661988	1.44183662	1.63583757	1.57724969	1.5749895	1.68179932	1.55281379	1.42513681	1.64496168	1.66307841
212905_at	0.58596953	0.25739056	0.57927082	0.43648585	0.34296336	0.5330025	0.33022269	0.23847397	0.48760126	0.32808637
212906_at	0.9261732	0.50500153	0.86645259	0.79050846	0.86957988	0.77620483	0.65200898	0.57386414	0.71071936	0.75904918
212907_at	0.91024314	0.96751905	1.07842525	0.70194348	0.91121317	1.16254092	0.95415894	0.83099255	1.20885873	0.59979166
212908_at	0.49574063	0.36561208	0.4978879	0.36070684	0.48015996	0.62659868	0.46369805	0.37627399	0.58551827	0.38501874
212909_at	-0.21513874	-0.2889959	-0.21309971	-0.13183007	-0.21649925	-0.1946636	-0.24011868	-0.20843699	-0.21824362	-0.19389576
212910_at	1.24641809	1.04339095	1.13338124	1.073019	1.01962897	1.30468915	1.14681565	1.12877676	1.28941857	1.06589527
212911_at	0.10817818	0.00628417	0.10761485	-0.00171405	0.0473411	0.22409897	0.04828005	-0.05875432	0.25161758	0.03802647
212912_at	0.01029655	-0.20859689	-0.08584621	-0.11533204	-0.15094935	-0.11079685	-0.19090054	-0.18027589	-0.05774203	-0.03574063
212913_at	0.5256099	0.39415193	0.36699179	0.29380177	0.39219433	0.50711015	0.41028018	0.49904387	0.48432533	0.41831573
212914_at	0.0304099	-0.03461266	-0.05660798	-0.1114194	-0.12163944	0.0902765	-0.06139621	-0.112307	0.02948955	-0.11376524
212915_at	-0.16873126	-0.17558921	-0.18823861	-0.14808874	-0.16395428	-0.22597295	-0.21464031	-0.1268283	-0.21520987	-0.12474119
212916_at	0.30792782	0.2791348	0.24380158	0.23639543	0.25367527	0.40465321	0.29172621	0.3014995	0.39715825	0.21360111
212917_x_at	1.28265337	1.03003559	1.24724482	1.32877631	1.23522792	1.2916362	1.17489502	1.04071663	1.30004854	1.19503025
212918_at	1.24584622	1.12241441	1.20994255	1.22005057	1.18574998	1.30874192	1.22325421	0.9485218	1.33539241	1.08423094
212919_at	1.27452467	1.07791641	1.34220783	1.19197793	1.30470413	1.1447964	1.01018384	0.811847	1.22480531	1.15976191
212920_at	0.76268816	0.503846	0.72517129	0.54932547	0.49365807	0.62303691	0.62497083	0.41894175	0.81249231	0.57996679
212921_at	-0.00853218	-0.07724413	-0.0466497	-0.06339337	-0.06735854	0.03090116	-0.09075034	-0.10502269	-0.02064465	-0.09813722
212922_s_at	1.30581815	1.2980392	1.3306459	1.13771238	1.29179549	1.31827283	1.22922812	1.15460215	1.28721408	1.19605512
212923_s_at	1.44485428	1.32598454	1.39721194	1.29130535	1.31535116	1.28406831	1.27575499	1.2356762	1.32529029	1.4665307
212924_s_at	0.08245801	-0.00011776	0.04240349	0.09790734	0.05528893	0.15694159	0.09360497	0.08651866	0.16072653	0.12090654
212925_at	0.60546618	0.66819788	0.61338164	0.54888688	0.59517328	0.70074091	0.6249707	0.63878842	0.57496113	0.57133862
212926_at	0.84149242	0.64820537	0.9669193	1.01898791	0.79178361	0.88631848	0.84560649	0.73016802	0.8235989	0.8565195
212927_at	0.97385505	0.69819942	0.93730207	0.87145162	0.87412833	0.84891733	0.87595275	0.62655365	0.92742293	0.89496484
212928_at	0.69215414	0.68494901	0.75603525	0.64614084	0.68184133	0.91130069	0.72824377	0.67873476	0.84393972	0.56874934
212929_s_at	1.36218259	0.91420359	1.30670105	1.33060852	1.05855533	1.39014919	1.20858077	1.08062481	1.23018904	1.23105099
212930_at	0.68631783	0.70032619	0.76199015	0.56137074	0.68121798	0.86056432	0.74766574	0.52684518	0.79540814	0.58767698
212931_at	1.08204804	0.73762405	0.98443065	1.04617232	0.89010495	0.91874317	0.93130873	0.80057048	0.97228517	0.99225977
212932_at	0.22352588	0.37515413	0.29641168	0.1776803	0.30228121	0.55565006	0.32079957	0.17099325	0.54656871	0.15032657
212933_x_at	2.80757018	2.94956284	2.91319796	3.27040909	3.03554011	2.67660704	2.93507053	3.04081138	2.8268482	3.10867797
212934_at	0.54366088	0.50983237	0.5419633	0.5392105	0.5603983	0.67520052	0.57304672	0.57901211	0.60885728	0.49339622
212935_at	-0.02082862	-0.04020904	0.06397428	0.04887873	0.02627602	0.01058566	0.04690555	-0.03858627	0.06167051	0.01678196
212936_at	0.08052383	0.08298215	0.07905249	0.05587953	0.03800121	0.09370116	0.09753606	0.11907216	0.19551443	-0.00256105
212937_s_at	-0.03350481	0.17415882	0.06103463	-0.04735062	0.12863297	0.11252708	0.07832631	0.15177377	0.07408955	0.07221275
212938_at	-0.06709665	0.05542325	-0.04754181	-0.06779521	0.03054829	6.57e-05	-0.0145734	0.02003	-0.07993433	-0.07990149
212939_at	-0.20208291	-0.18607168	-0.2019718	-0.16488578	-0.18633125	-0.23700308	-0.20998499	-0.17370901	-0.19678644	-0.16036526
212940_at	-0.09276966	0.12968885	-0.06475711	-0.09860937	-0.05707572	-0.01892311	-0.07394725	-0.00399021	-0.01708377	-0.02888848
212942_s_at	-0.01278536	-0.21658745	0.02691282	-0.0376545	-0.0616521	-0.15720841	-0.15525811	-0.17808541	-0.14049634	-0.05238427
212943_at	0.9880891	0.79710948	0.95014188	0.7819653	0.9041719	1.18908264	0.98511783	0.87512747	1.1598017	0.70505801
212944_at	0.97189219	0.96221293	1.01256104	0.82043253	0.85450211	1.06659745	0.89804441	0.84234017	1.08704954	0.87903687
212945_s_at	0.60740366	0.52633239	0.63060336	0.52031731	0.55422648	0.70332506	0.58655388	0.49360849	0.64966745	0.53222143
212946_at	0.38862698	0.28151925	0.33643599	0.27983485	0.31450855	0.42080257	0.37146363	0.30000033	0.44791371	0.23943603
212947_at	0.19283407	0.10586576	0.14269688	0.11210466	0.09274635	0.18567095	0.17807087	0.14031539	0.22921644	0.06674331
212948_at	0.73085513	0.66436025	0.6665965	0.51279286	0.56623376	0.90238756	0.83103181	0.64632315	1.00692531	0.61580352
212949_at	0.89651073	1.11288996	0.88470113	0.80588262	0.90077973	1.19717421	1.11035514	0.96644382	1.196381	0.79082739
212950_at	-0.10180739	-0.16054308	-0.14652288	-0.16084164	-0.14360083	-0.10225343	-0.14723274	-0.06540007	-0.15094333	-0.11248706
212951_at	0.03759268	-0.02425399	0.02036811	0.01801177	-0.04606972	0.07502732	-0.03468123	-0.0280725	0.0559887	0.01054586
212952_at	0.70944044	0.74259003	1.13077545	0.9715392	0.90364212	0.84635143	0.75638845	0.71075031	1.06996079	0.86466855
212953_x_at	2.0899959	1.80438063	1.68983852	1.96932137	1.80591855	1.74301205	2.00376102	1.79538014	1.88348584	2.00195562
212954_at	0.35459377	0.24815178	0.24336667	0.12282462	0.24736685	0.38090697	0.30995815	0.20577704	0.35540108	0.18669379
212955_s_at	1.45166738	1.23114959	1.33441897	1.30721275	1.24172749	1.45552769	1.35831819	1.15994067	1.42046136	1.28251671
212956_at	0.49069524	0.44141564	0.6241237	0.37546372	0.40523364	0.61004037	0.40966482	0.3202007	0.46936588	0.43549316
212957_s_at	0.20620601	0.21371442	0.14712378	0.11240873	0.16321333	0.26804868	0.1787232	0.22463201	0.18506811	0.12792386
212958_x_at	1.4652411	1.60114466	1.52088276	1.33934391	1.41755143	1.58130338	1.63106356	1.58595035	1.55156797	1.39790001
