GSM15785.cel.gz	GSM15786.cel.gz	GSM15787.cel.gz	GSM15788.cel.gz	GSM15789.cel.gz	GSM15790.cel.gz	GSM15791.cel.gz	GSM15792.cel.gz	GSM15794.cel.gz	GSM15795.cel.gz
216198_at	-0.16229449	-0.17557351	-0.1334923	-0.17488333	-0.15552677	-0.09959811	-0.11967818	-0.1720009	-0.12960497	-0.16503509
216199_s_at	0.95415999	0.63682455	0.88941081	0.81516483	0.83532833	0.99730811	0.86659285	0.68217407	0.98318991	0.76831819
216200_at	-0.05614951	-0.13296792	-0.06052742	-0.11161329	-0.13199813	0.01767175	-0.07838558	-0.09729085	-0.04834701	-0.15281149
216201_at	-0.20871957	-0.15658275	-0.22435081	-0.17978211	-0.21425116	-0.15343894	-0.14550875	-0.06181281	-0.19641388	-0.18659427
216202_s_at	0.36315051	0.60056301	0.689579	0.28116019	0.60198136	0.73413979	0.43888755	0.29514366	0.61194342	0.49639294
216203_at	-0.13886447	-0.09035133	-0.09761518	-0.09558912	-0.03731326	-0.09516685	-0.08364319	-0.1139247	-0.09193578	-0.04694865
216204_at	-0.06229273	-0.02017786	-0.02738402	0.00396137	-0.00075939	0.0267433	0.04835775	0.00988527	-0.01195506	0.06648092
216205_s_at	0.30235714	0.67963178	0.52368586	0.40137185	0.46063488	0.7070236	0.52485462	0.40880187	0.61354096	0.42278796
216206_x_at	0.04076054	-0.10284352	0.00663502	-0.05187393	-0.05660983	0.04266423	-0.03055119	-0.05663733	-0.00249655	-0.02216399
216207_x_at	0.09325472	0.13095697	0.05808107	0.07249897	0.07250374	0.09248953	0.07047815	0.12405232	0.07181622	0.04149034
216208_s_at	-0.02822454	0.02523665	0.00169818	-0.04050244	-0.04364656	0.06434289	-0.02541154	-0.05330476	0.05161881	-0.06457815
216209_at	-0.02542068	-0.102557	0.00377044	-0.01932695	-0.0193171	0.00748945	-0.07229934	-0.08090707	-0.03092558	-0.03506214
216210_x_at	0.78342749	0.39387638	0.66536865	0.74752321	0.6886345	0.58797116	0.51737412	0.44665947	0.53302033	0.70105672
216211_at	-0.10943938	-0.10499036	-0.04587106	-0.10778244	-0.12175937	-0.10303457	-0.09009375	-0.04036437	-0.04063679	-0.08086317
216212_s_at	1.88522155	1.48313543	1.94234478	1.97937589	1.7973859	1.69624068	1.70860186	1.58469199	1.7220222	1.80540173
216213_at	-0.25983899	-0.24695083	-0.25852374	-0.26748995	-0.24985751	-0.25320229	-0.26749911	-0.32328938	-0.27742445	-0.30309282
216214_at	-0.0304791	0.08088583	-0.04684127	-0.02412372	-0.02077852	-0.00780969	0.09032792	0.08099684	-0.03977317	-0.03978878
216215_s_at	1.41136886	1.45301792	1.3417474	1.24213258	1.34365094	1.50137086	1.47263119	1.44804159	1.44880134	1.30610894
216216_at	-0.25608389	-0.19195158	-0.27955257	-0.20744237	-0.28889503	-0.270599	-0.28475623	-0.23621092	-0.23913762	-0.21880118
216217_at	0.38604871	0.38689358	0.39659709	0.33817398	0.38106209	0.46125113	0.44429999	0.51254763	0.34815986	0.45451691
216218_s_at	-0.0481793	-0.02369466	0.08728625	-0.04867246	0.01334237	0.02822331	-0.05752456	-0.15336482	0.05219536	-0.04107487
216219_at	0.28583268	0.22223957	0.27814341	0.19738408	0.20800531	0.28260558	0.2651214	0.23991547	0.27328525	0.21917285
216220_s_at	0.05588342	0.07250665	0.08066456	0.08636253	0.12907869	0.11352533	0.06861906	0.00219736	0.09358512	0.10763516
216221_s_at	1.09923276	1.03624622	1.08767021	0.84825859	1.00835079	1.1821255	1.04700351	0.93906737	1.15145746	0.91420868
216222_s_at	0.87467368	0.01678492	0.60873045	0.60850617	0.41142805	0.48316283	0.29058392	0.19713741	0.60175835	0.44085502
216223_at	0.15581192	0.27889821	0.18907629	0.16325393	0.22960625	0.25342461	0.17790843	0.37298685	0.17165107	0.25289253
216224_s_at	0.00993781	0.05914255	-0.00763278	-0.00492142	-0.04712446	0.05406421	0.06760587	-0.0018538	0.02367408	-0.04852823
216225_at	-0.14948717	-0.0895852	-0.11256544	-0.08389437	-0.14194873	-0.1144636	-0.11014717	-0.07484949	-0.13393216	-0.12760371
216226_at	-0.07493082	-0.01949384	-0.04140948	-0.11705006	-0.04112039	0.04223766	-0.05126813	-0.06177089	0.03530068	-0.09976683
216227_at	-0.17306513	-0.14198158	-0.14347926	-0.12619841	-0.12183128	-0.16210261	-0.12043534	-0.11106151	-0.17572004	-0.11394163
216228_s_at	0.45096088	0.43515293	0.33724484	0.37910428	0.37925306	0.52398571	0.54626363	0.50142652	0.53122601	0.33412284
216229_x_at	0.50821312	0.26116953	0.35128106	0.41047352	0.32274645	0.41698528	0.37636125	0.31531228	0.39577388	0.41166442
216230_x_at	-0.11593376	0.01977733	-0.12453956	-0.08703671	-0.04573423	-0.10076443	-0.10292486	0.03203613	-0.10145884	-0.12254515
216231_s_at	2.55015103	2.96894078	2.80431847	2.67711027	3.02397932	2.5965338	2.70142041	2.74805022	2.62857393	2.71631526
216232_s_at	0.55830006	0.72822084	0.71962249	0.38242897	0.63046939	0.85640323	0.59265764	0.4974514	0.77104195	0.4885495
216233_at	-0.26404862	-0.27129789	-0.25764972	-0.26008778	-0.20834993	-0.24751375	-0.22015131	-0.15625589	-0.25153421	-0.2275485
216234_s_at	-0.08873611	0.05267852	-0.03859576	-0.06895575	-0.05605398	0.01614009	-0.02332008	-0.07885832	0.03244396	-0.08526148
216235_s_at	-0.02190843	0.06375166	0.01070473	-0.01494142	0.00171188	0.02810733	0.02774123	0.0538143	-0.00612148	0.017573
216236_s_at	0.29238689	0.21967659	0.29785719	0.1953128	0.22730408	0.34347228	0.25660666	0.21337137	0.22728159	0.19070178
216237_s_at	1.90055806	1.57863512	1.77767545	1.80044689	1.73677978	1.75650195	1.72725882	1.56128573	1.70440217	1.79306373
216238_s_at	-0.0039353	0.03854421	0.02987029	0.00049709	0.033378	0.0633979	0.02019	9.645e-05	-0.00514004	-0.01495381
216239_at	-0.21346133	-0.25259831	-0.28515311	-0.24149269	-0.25586432	-0.17777955	-0.21835783	-0.29024539	-0.22669397	-0.27972365
216240_at	-0.12314147	-0.15501425	-0.15675924	-0.17573572	-0.18746394	-0.10409685	-0.15867116	-0.12542923	-0.13051608	-0.1728801
216241_s_at	2.03660642	2.04836596	2.0374402	1.86499759	1.98160401	2.14508047	2.09396018	1.92776625	2.15167162	1.81329927
216242_x_at	0.69533066	0.83570966	0.81983809	0.60028192	0.82403375	0.96709692	0.76871977	0.66438609	0.86071722	0.66590502
216243_s_at	0.16872399	0.14840298	0.10807404	0.10197831	0.0921322	0.17457443	0.1318324	0.14731101	0.14467564	0.10367004
216244_at	-0.22346518	-0.14229085	-0.20336449	-0.14075725	-0.20586413	-0.20645619	-0.20365517	-0.17744765	-0.22918128	-0.22583439
216245_at	-0.14983243	-0.18443262	-0.10673323	-0.17877936	-0.16948904	-0.05557836	-0.16072838	-0.148959	-0.1413367	-0.13698646
216246_at	0.55203129	0.39706302	0.60616391	0.61496915	0.46945137	0.51729319	0.41273078	0.42869609	0.63917979	0.50314987
216247_at	0.14975045	0.05118371	0.2064325	0.05981008	0.12835929	0.23340995	0.04121545	0.0679395	0.16588189	0.06483622
216248_s_at	-0.22606956	-0.24853295	-0.2239013	-0.20118437	-0.18785141	-0.24291805	-0.22553804	-0.21691865	-0.20576189	-0.19554938
216249_at	-0.09636843	-0.17495757	-0.12617292	-0.16306805	-0.14873529	-0.10939615	-0.13450826	-0.18058306	-0.11327754	-0.17293482
216250_s_at	0.14685479	0.0145721	0.10344877	0.04814298	0.0986497	0.14258002	0.05165326	0.07416612	0.08398304	0.00597934
216251_s_at	1.52549678	1.18709417	1.31798681	1.32153671	1.33302662	1.43062161	1.36300223	1.19946455	1.39494328	1.2998022
216252_x_at	-0.20175969	-0.23815514	-0.1961237	-0.16741454	-0.12262005	-0.17621778	-0.13686808	-0.17276794	-0.1866499	-0.19001892
216253_s_at	-0.00499234	0.12869093	0.1212319	-0.04290233	0.1036111	0.17698182	0.07011685	-0.02428887	0.14135501	-0.00571382
216254_at	0.01897524	-0.0926091	0.01866061	-0.09753172	-0.04324694	-0.02321818	-0.06070292	-0.0947922	-0.01108195	-0.05011539
216255_s_at	-0.28321306	-0.23735106	-0.3050995	-0.23818898	-0.27575314	-0.25134786	-0.21134728	-0.26959606	-0.26402389	-0.23414265
216256_at	0.05139821	0.04420541	-0.01492756	-0.03465542	-0.0210782	0.10502135	-0.01394373	0.03093811	0.01042587	-0.02697288
216257_at	-0.06964114	-0.08474027	-0.13085674	-0.08227963	-0.06769468	-0.06318852	-0.047025	-0.05151786	-0.05092854	-0.07351183
216258_s_at	-0.07987934	-0.14000589	-0.09198285	-0.10471418	-0.19229855	-0.14057239	-0.13589923	-0.12520788	-0.06621086	-0.1390421
216259_at	-0.13671009	-0.26075262	-0.21898489	-0.17640086	-0.23797301	-0.20027044	-0.22439104	-0.19393438	-0.20966824	-0.20770331
216260_at	-0.14985015	-0.13524356	-0.10978456	-0.11173019	-0.13765022	-0.07357534	-0.09773911	-0.10993942	-0.09420815	-0.16228158
216261_at	-0.01899208	-0.10300867	-0.07514115	-0.03322242	-0.03559171	-0.00248927	-0.07503564	-0.11312435	0.01233755	-0.04647846
216262_s_at	0.78336867	0.57149136	0.71843988	0.52123441	0.66195479	0.674181	0.54070395	0.47421803	0.62893593	0.61997009
216263_s_at	-0.24329798	-0.24237777	-0.2591325	-0.26318853	-0.25672396	-0.27183727	-0.2334569	-0.25980915	-0.24359653	-0.24707944
216264_s_at	0.29259451	0.09655657	0.15932216	0.06322886	0.14937426	0.23862814	0.09390164	0.05732994	0.15262384	0.14720066
216265_x_at	-0.28766555	-0.34153795	-0.33173476	-0.3399988	-0.35011242	-0.35089173	-0.34663365	-0.37905014	-0.300251	-0.34836607
216266_s_at	-0.07077401	0.36050073	0.09535387	-0.08893596	0.13035575	0.4070323	0.13874665	0.03220467	0.30070052	-0.03919606
216267_s_at	0.56561756	0.45974118	0.54826717	0.34795279	0.46778084	0.61808688	0.42705224	0.40018252	0.58598594	0.43159516
216268_s_at	0.33680077	0.15804051	0.39017918	0.19772778	0.08496516	0.21626139	0.19068381	0.05739637	0.26544793	0.23676803
216269_s_at	-0.02496497	-0.05939037	-0.03864961	0.00051835	-0.01024759	-0.03996885	-0.01497885	-0.06272062	-0.01362458	-0.03701613
216270_at	-0.29825863	-0.261346	-0.27004065	-0.26865674	-0.2833555	-0.33309052	-0.32868822	-0.24740929	-0.27881319	-0.28647792
216271_x_at	-0.00947521	0.07088539	-0.07318771	-0.07658392	0.01199602	0.09482655	-0.01518123	-0.00978445	0.06557486	0.03173485
216272_x_at	0.74455785	0.72610341	0.6031445	0.61469708	0.63442539	0.74759935	0.76249103	0.58862585	0.74084547	0.78983645
216273_at	0.03527653	-0.10162954	0.01617999	-0.08724341	-0.07528889	0.01386437	-0.07869679	-0.08769289	-0.04931742	-0.07486019
216274_s_at	1.87727387	2.28774915	2.17336276	2.01938985	2.21348321	2.13242361	2.09379792	2.09186402	2.14352381	2.0009669
216275_at	-0.13674136	-0.13624261	-0.10967732	-0.16503273	-0.14461453	-0.08408073	-0.10211096	-0.20212009	-0.10518332	-0.1980509
216276_s_at	-0.10376687	-0.14575652	-0.10525899	-0.16226646	-0.13583252	-0.08421219	-0.16370318	-0.09522989	-0.1145149	-0.10509528
216277_at	-0.1372288	-0.03166263	-0.10292915	-0.11841698	-0.14496829	-0.0511185	-0.10003331	-0.01077984	-0.09764041	-0.0877508
216278_at	-0.22116553	-0.27266733	-0.210656	-0.24274137	-0.15059039	-0.22109867	-0.18841485	-0.26171328	-0.21187491	-0.22482055
216279_at	-0.28688144	-0.20050911	-0.32416553	-0.22646998	-0.27259119	-0.25572466	-0.27825757	-0.21418312	-0.22762195	-0.26647532
216280_s_at	-0.03434651	-0.02049146	0.00405905	-0.072379	-0.04857244	-0.01799633	-0.02946511	-0.06098593	-0.04085667	0.04472998
216281_at	-0.11280941	-0.06956247	-0.03940868	-0.07939088	-0.08534003	-0.04800859	-0.06400112	-0.01666724	-0.09503913	-0.07150964
216282_x_at	0.51557944	0.38294287	0.52005907	0.43318728	0.42768494	0.52468244	0.43315717	0.37189148	0.53930929	0.42131689
216283_s_at	-0.35881897	-0.11537326	-0.24121851	-0.28596973	-0.23252696	-0.16437601	-0.2513852	-0.19679924	-0.14424303	-0.26180576
216284_at	-0.15868146	-0.22981826	-0.11297793	-0.12968075	-0.18652502	-0.11479534	-0.08988916	-0.20258484	-0.12867624	-0.15910767
216285_at	-0.09733239	-0.12603983	-0.11447851	-0.12290726	-0.119638	-0.11435115	-0.14049205	-0.10896921	-0.13999486	-0.14992044
216286_at	-0.2438885	-0.16951452	-0.22124398	-0.1754894	-0.20978145	-0.18800619	-0.17375994	-0.15567551	-0.21528805	-0.20236561
216287_at	-0.14709103	-0.07931197	-0.14415078	-0.19990873	-0.11245387	-0.17249643	-0.16740415	-0.13474239	-0.16068425	-0.189063
216288_at	-0.18713341	-0.12632011	-0.20558648	-0.17856782	-0.19991895	-0.17643916	-0.14393113	-0.11390116	-0.20857871	-0.18435822
216289_at	0.04403031	0.01298357	0.06185285	-0.00925603	0.04001849	0.10238335	0.03306577	-0.01845751	0.04755927	-0.00065255
216290_x_at	0.12700123	0.03447806	0.06775356	0.08118166	0.04603377	0.07077278	0.07540873	0.14435877	0.08204922	0.06639141
216291_at	-0.06800603	-0.05703392	-0.06943835	-0.13109075	-0.05279627	-0.0630895	-0.08949859	-0.07306602	-0.12345023	-0.08118795
216292_at	0.08115912	0.20654631	0.09135999	0.062694	0.04589789	0.11348534	0.12226465	0.31405762	0.00420533	0.09109231
216293_at	0.56763402	0.63416749	0.60984717	0.58185765	0.6168478	0.60562879	0.64465734	0.67480893	0.59849053	0.6486013
216294_s_at	-0.11815542	-0.07390109	-0.19992114	-0.15249922	-0.1368671	-0.0985243	-0.09593557	-0.05037434	-0.07544091	-0.16106369
216295_s_at	2.10835712	1.990168	1.95796092	2.05840547	1.88903488	1.95635161	2.13219314	2.09288525	1.94665248	2.00849006
216296_at	0.01906141	-0.05894327	0.00374717	-0.06896002	0.02325558	0.06689042	-0.0517018	-0.05059814	-0.03752002	-0.07080302
216297_at	-0.24241081	-0.28425329	-0.26263088	-0.24179165	-0.23776782	-0.25258971	-0.2536422	-0.28957731	-0.249212	-0.25000031
216298_at	-0.1806736	-0.16013187	-0.16937552	-0.12365851	-0.22284505	-0.16871342	-0.15102943	-0.1757072	-0.1552899	-0.15490089
216299_s_at	0.42360134	0.29744527	0.22495422	0.24300269	0.23075609	0.43595183	0.36880034	0.26157079	0.41517845	0.2980298
216300_x_at	0.26337915	0.22674282	0.15866398	0.17934912	0.12205407	0.24178458	0.21334236	0.21201753	0.23580346	0.12910316
216301_at	0.11705896	0.19019268	0.13962607	0.08538102	0.10596668	0.19293173	0.127126	0.09302237	0.18853426	0.12933865
216302_at	0.03829485	0.20641976	0.06728901	-0.02188398	-0.02001961	0.12557018	0.11473789	0.23380332	0.15000254	0.04136847
216303_s_at	0.02311465	-0.07336531	0.01318522	-0.02417642	-0.0097301	0.03851351	-0.00900471	-0.09346179	0.10006341	-0.03680116
216304_x_at	1.36077186	1.54932005	1.36843704	1.37718466	1.48198527	1.39171996	1.51055254	1.4270364	1.40536715	1.26120145
216305_s_at	0.0347481	-0.04251993	0.13238873	-0.06179162	0.03787047	0.13879731	-0.01202465	-0.07276396	0.16624018	-0.02133299
216306_x_at	2.78035889	2.82965407	2.73200105	2.89703245	2.84973077	2.53689718	2.85741776	2.79065906	2.72051698	2.78333284
216307_at	-0.19285993	-0.13936578	-0.17998206	-0.19401836	-0.13341182	-0.14737657	-0.14174691	-0.14359407	-0.19645596	-0.181396
216308_x_at	0.94384622	1.05468915	0.93539417	0.78128088	0.92786303	1.06435406	0.9122555	0.80871143	0.99602612	0.82927411
216309_x_at	0.60841604	0.49474856	0.59951523	0.55270825	0.53232045	0.71117052	0.52807392	0.53291247	0.55854523	0.58513046
216310_at	0.28381103	0.08706663	0.26869207	0.30455274	0.17171268	0.16901819	0.16224363	0.12141189	0.24669548	0.27450341
216311_at	-0.29844669	-0.4112446	-0.3844463	-0.41666765	-0.40693978	-0.3656245	-0.35694735	-0.42445309	-0.35511992	-0.43807078
216312_at	-0.35503625	-0.27159423	-0.39954948	-0.30349544	-0.33550305	-0.3458312	-0.29408176	-0.28701473	-0.35980634	-0.31666363
216313_at	-0.01574764	0.00292466	-0.00633215	0.01737453	0.07835924	0.03996474	0.0213807	-0.00713602	-0.01646573	0.0212058
216314_at	-0.23599552	-0.17835316	-0.22143918	-0.20208695	-0.2259979	-0.16899321	-0.20603044	-0.20625327	-0.21104214	-0.19667635
216315_x_at	0.22607639	0.33305603	0.28828092	0.3246697	0.36405982	0.20856274	0.33618122	0.33837757	0.24076912	0.33469371
216316_x_at	-0.16044579	-0.10326213	-0.12758534	-0.13330264	-0.10812342	-0.05298325	-0.13358495	-0.11470031	-0.0796139	-0.15727395
216317_x_at	-0.04840742	-0.08493542	-0.07161992	-0.09316101	-0.12602109	-0.035383	-0.07474238	-0.14161954	-0.04540019	-0.07806541
216318_at	-0.13924762	-0.0831702	-0.17195694	-0.06077451	-0.10189732	-0.16344071	-0.07001349	-0.0190113	-0.1668098	-0.13751578
216319_at	-0.10067915	-0.11954084	-0.12008015	-0.10181539	-0.14760178	-0.14933102	-0.08971191	-0.13234128	-0.14658445	-0.06811435
216320_x_at	0.23290086	0.20498578	0.2177897	0.20749231	0.2591165	0.23457851	0.19388382	0.16798844	0.16958148	0.17452537
216321_s_at	1.34605606	1.25695592	1.35616968	1.155883	1.16432581	1.49160905	1.35056105	1.34889172	1.46020405	1.16714159
216322_at	-0.21116959	-0.2595759	-0.18849426	-0.18662519	-0.20564074	-0.17823378	-0.20425847	-0.24782535	-0.18167526	-0.26797247
216323_x_at	0.8639014	0.81343297	0.76366396	0.77764834	0.76524214	0.84569355	0.84060242	0.75279236	0.89530695	0.80579333
216324_at	-0.28630634	-0.31726219	-0.26955567	-0.24607358	-0.27615368	-0.23047354	-0.24419313	-0.2753082	-0.23682813	-0.22469292
216325_x_at	-0.00443056	-0.09071391	-0.05903027	-0.07637263	-0.0237531	-0.02005508	-0.02393188	-0.10357963	-0.05154922	-0.02452059
216326_s_at	1.0145901	1.09529766	0.99316623	0.90020363	0.9195553	1.15270889	1.08147396	1.01413908	1.12410367	0.90118444
216327_s_at	-0.12787404	-0.13041019	-0.11252882	-0.11838233	-0.15821809	-0.08867299	-0.1267322	-0.14956165	-0.14315007	-0.16099001
216328_at	-0.07620145	0.1200588	-0.0620596	0.04923883	-0.03692213	-0.0076871	0.02647351	0.1522327	-0.05421452	-0.00388456
216329_at	-0.24871353	-0.22973105	-0.23727458	-0.22178342	-0.25455136	-0.18443622	-0.17173158	-0.18852459	-0.19691858	-0.24299322
216330_s_at	-0.01141502	-0.03469591	0.02680349	-0.03923807	-0.020756	0.05840847	0.01058305	0.00779965	-0.00077604	-0.08287962
216331_at	0.35539561	0.19913139	0.29640105	0.18070342	0.22986225	0.35043647	0.26691431	0.18370769	0.25985447	0.21136374
216332_at	0.05416568	-0.02494137	0.02131672	-0.06154678	-0.07393548	0.07400112	0.00875672	-0.11233718	0.0254386	-0.02953352
216333_x_at	0.29023676	0.12166034	0.22519608	0.22697257	0.13335062	0.22437459	0.24122943	0.15879692	0.25759863	0.24098819
216334_s_at	-0.1245872	-0.12172897	-0.15201971	-0.06972593	-0.07057754	-0.14713902	-0.09336903	-0.01799356	-0.14374918	-0.11267634
216336_x_at	2.51987446	2.25123392	2.46380933	2.73131837	2.64073859	2.15915937	2.41151474	2.38659933	2.2506652	2.66531817
216337_at	-0.06353126	-0.14255154	-0.0971073	-0.15251822	-0.10764289	-0.08155725	-0.15779636	-0.14494497	-0.13507863	-0.07458597
216338_s_at	0.53278192	0.38477657	0.47493876	0.30324494	0.41933264	0.60177356	0.41835602	0.285489	0.55136834	0.34260266
216339_s_at	-0.43496813	-0.42169791	-0.43281696	-0.37689489	-0.41339478	-0.3295391	-0.39104772	-0.38224715	-0.40374719	-0.43830935
216340_s_at	-0.0102928	0.06693987	-0.03780196	-0.01711617	-0.00902818	0.00634181	8.15e-06	0.12276958	-0.02782852	0.00900944
216341_s_at	-0.14597464	-0.14031434	-0.14416884	-0.13573977	-0.12934521	-0.14921661	-0.14062675	-0.18705591	-0.11204286	-0.1725551
216342_x_at	2.60947549	2.61900794	2.57838124	2.83937112	2.62363082	2.4561015	2.69361868	2.72274316	2.59810253	2.65624801
216343_at	-0.26827143	-0.2861497	-0.29408132	-0.24987578	-0.31954072	-0.22150092	-0.26151654	-0.28503006	-0.2328605	-0.2659432
216344_at	-0.25813898	-0.22780531	-0.24657343	-0.22036732	-0.27637366	-0.25556231	-0.24543914	-0.17745775	-0.26943935	-0.27639398
216345_at	-0.22537576	-0.18153629	-0.22223859	-0.1754173	-0.23369815	-0.20100871	-0.20954441	-0.16892893	-0.21515615	-0.19806407
216346_at	-0.34729924	-0.28152065	-0.25964928	-0.29771604	-0.24625316	-0.24407339	-0.277098	-0.31369993	-0.25247065	-0.29222476
216347_s_at	0.21128651	0.07393846	0.14364953	0.09188361	0.06773289	0.16084611	0.09106079	0.02981733	0.13603074	0.08865006
216348_at	1.37324506	1.27216878	1.30953176	1.36109358	1.25003446	1.26912051	1.37370219	1.33947403	1.39646149	1.27538084
216349_at	0.40430458	0.41174116	0.41611933	0.34852901	0.35577489	0.46016817	0.38715813	0.29980563	0.4667268	0.40237913
216350_s_at	-0.0424633	-0.05632579	-0.03456288	-0.0945546	-0.08407588	-0.00869843	-0.0961474	-0.08317328	-0.05724642	-0.09276205
216351_x_at	-0.19970796	-0.28248512	-0.23205397	-0.25055874	-0.26882159	-0.1835253	-0.23431145	-0.28837364	-0.21322869	-0.27681486
216352_x_at	-0.44384346	-0.39466281	-0.37946361	-0.34022403	-0.41341563	-0.32694189	-0.36782619	-0.41975813	-0.36084023	-0.35477866
216353_s_at	-0.23353322	-0.16548733	-0.26149661	-0.18792591	-0.25734115	-0.21216382	-0.16579972	-0.17036878	-0.2179107	-0.23625873
216354_at	0.39174353	0.28660243	0.33987115	0.29387763	0.31494068	0.38890613	0.32865265	0.24766175	0.386793	0.29090372
216355_at	-0.13922232	-0.09286515	-0.11503726	-0.15108744	-0.11672271	-0.0561108	-0.12813251	-0.09796929	-0.13634211	-0.14059991
216356_x_at	0.0590297	0.03877264	-0.01230729	0.00502213	-0.01736958	0.07280887	0.02713958	0.06402307	0.04795445	-0.01854018
216357_at	0.03804517	0.04089242	0.05861431	0.06568226	0.05283518	0.05124066	0.06416228	0.08930505	0.00637886	0.03613722
216358_at	-0.00060839	-0.03555094	-0.03750139	-0.03806074	0.07684687	-0.04300647	-0.04217027	-0.03455112	-0.01164764	-4.062e-05
216359_at	-0.43298017	-0.41625632	-0.41387523	-0.40855465	-0.38537864	-0.39626465	-0.45723289	-0.44485426	-0.44271824	-0.40933022
216360_x_at	0.03493506	0.27491088	0.11474885	-0.05096354	0.04705359	0.27629047	0.09340767	0.04820955	0.17058184	-2.13e-05
216361_s_at	0.13694199	0.03097043	0.10405228	0.10170518	0.00780208	0.23858752	0.05181362	0.01022781	0.15702335	-0.01124221
216362_at	-0.12038133	-0.13566006	-0.07674472	-0.13878737	-0.05465835	-0.04783618	-0.10530279	-0.17376389	-0.08673134	-0.03239027
216363_at	0.0783051	0.14287609	0.12526861	0.07186807	0.11712087	0.10063431	0.08743708	0.15207111	0.07505134	0.11524798
216364_s_at	-0.09104804	-0.16068382	-0.1201791	-0.10009445	-0.10785244	-0.08488366	-0.10909277	-0.10859191	-0.13435771	-0.1536681
